Precinct and Voting District Information,,,,,,,,,,,,,,,,,,1 (County Statistics),,,,,,Voting System Information,,,US Senate,,,,,,,US Congressional Districts 1 - 8,,,,,,MN State Senate Districts 1 - 67,,,,,,,MN State House Districts 1A - 67B,,,,,,,Governor and Lieutenant Governor,,,,,,,,Secretary of State,,,,,Attorney General,,,,State Auditor,,,,,ASSOCIATE JUSTICE-SUPREME CT 3,,,APPEALS 1,,APPEALS 5,,APPEALS 8,,APPEALS 9,,APPEALS 10,,APPEALS 15,,APPEALS 16,,,1ST DISTRICT COURT 1,,,1ST DISTRICT COURT 5,,,1ST DISTRICT COURT 28,,,1ST DISTRICT COURT 31,,,2ND DISTRICT COURT 21,,,4TH DISTRICT COURT 12,,,4TH DISTRICT COURT 46,,,4TH DISTRICT COURT 47,,,4TH DISTRICT COURT 53,,,4TH DISTRICT COURT 56,,,4TH DISTRICT COURT 58,,,4TH DISTRICT COURT 60,,,7TH DISTRICT COURT 17,,,9TH DISTRICT COURT 4,,,9TH DISTRICT COURT 12,,,10TH DISTRICT COURT 14,,
270790120,TYRONE TWP.,,02,25A,03,00,2397,00,00,N,O,Tyrone township,01,105,0120,40,270790120,349,32,280,8,0,288,1,Central Count,Model 115,4,4,160,3,117,0,0,0,0,128,123,22,2,0,0,141,134,0,0,0,0,53,113,115,0,0,0,4,79,134,65,0,1,1,1,7,20,127,126,0,18,115,143,1,8,23,125,122,0,150,71,0,211,0,212,0,211,0,217,0,218,0,218,0,102,127,0,127,103,0,138,83,0,157,67,0,93,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270790125,WASHINGTON TWP.,,02,25A,05,00,391,00,00,N,O,Washington township,01,110,0125,40,270790125,528,45,428,25,0,453,1,Central Count,Model 115,3,11,283,3,153,0,0,0,0,260,153,33,1,0,0,282,161,0,0,2,0,41,254,148,0,0,1,4,129,233,81,0,1,0,1,8,28,266,142,1,24,244,177,1,11,27,260,144,2,228,143,3,347,2,349,2,344,3,349,3,347,3,356,3,112,269,4,165,205,4,236,133,4,222,149,3,102,267,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270790130,WATERVILLE W-1,1,02,25A,04,00,2143,00,00,N,O,Waterville city,01,115,0130,40,270790130,492,72,386,28,0,414,1,Central Count,Model 115,2,23,202,2,180,0,1,0,0,182,191,21,0,0,0,226,178,0,0,0,0,55,196,146,0,0,1,4,200,128,71,0,0,2,0,7,32,174,186,1,31,156,209,2,11,43,165,170,2,212,112,1,296,2,298,1,292,1,301,1,299,2,299,1,136,186,1,201,123,1,202,114,2,211,108,2,134,187,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270790135,WATERVILLE W-2,2,02,25A,04,00,2143,00,00,N,O,Waterville city,01,115,0135,40,270790135,509,99,434,12,0,446,1,Central Count,Model 115,4,14,196,2,225,0,0,0,0,176,215,36,0,0,0,214,216,0,0,0,0,66,193,168,0,0,0,4,196,133,101,0,1,0,0,8,31,162,221,0,39,148,237,1,12,61,154,187,0,227,127,0,327,1,324,1,325,1,324,3,327,3,327,2,155,197,0,227,127,2,200,144,1,225,122,0,168,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270790140,WATERVILLE TWP.,,02,25A,04,00,2143,00,00,N,O,Waterville township,01,120,0140,40,270790140,429,48,378,11,0,389,1,Central Count,Model 115,2,9,214,5,158,0,0,0,0,191,155,25,0,0,0,215,164,0,0,0,0,49,197,130,0,0,1,7,168,137,70,1,1,0,0,6,28,174,170,0,20,146,213,1,11,45,168,150,0,200,103,1,276,2,277,1,272,1,281,1,280,1,281,1,146,158,1,184,124,0,183,122,2,197,106,1,151,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810005,ALTA VISTA TWP,,07,20A,04,00,403,00,00,N,O,Alta Vista township,05,005,0005,41,270810005,131,8,94,9,0,103,1,Central Count,Model 150,2,2,42,0,57,0,0,0,0,31,69,0,0,0,0,33,69,0,0,0,0,0,38,64,0,0,0,2,6,40,52,0,0,0,0,2,2,43,53,0,3,34,63,0,2,5,34,59,0,64,27,0,86,0,85,0,85,0,85,0,86,0,86,0,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810010,ARCO CITY,,07,20A,05,00,403,00,00,N,O,Arco city,05,010,0010,41,270810010,58,4,44,2,0,46,1,Central Count,Model 150,1,2,9,0,34,0,0,0,0,12,30,0,0,0,0,17,27,0,0,0,0,0,16,28,0,0,0,1,8,8,21,0,4,0,0,1,5,14,24,0,8,11,23,0,1,8,9,23,0,21,14,0,31,0,32,0,31,0,31,0,31,0,31,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810015,ASH LAKE TWP,,07,20A,05,00,403,00,00,N,O,Ash Lake township,05,015,0015,41,270810015,109,3,90,0,0,90,1,Central Count,Model 150,0,4,30,0,55,1,0,0,0,31,58,0,0,0,0,38,52,0,0,0,0,0,36,53,0,0,0,1,14,29,42,0,2,0,0,0,5,33,49,0,3,28,57,0,0,6,29,52,0,50,27,1,70,0,69,0,67,1,69,0,69,0,69,0,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810020,DIAMOND LAKE TWP,,07,20A,05,00,403,00,00,N,O,Diamond Lake township,05,020,0020,41,270810020,119,6,83,4,0,87,1,Central Count,Model 150,0,4,35,0,47,0,0,0,0,32,52,0,0,0,0,47,37,0,0,0,0,0,49,35,0,0,0,1,13,38,31,0,1,0,0,1,3,40,41,0,4,34,47,0,3,5,39,37,0,36,24,0,53,0,52,0,52,0,52,0,51,0,51,0,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810025,DRAMMEN TWP,,07,20A,01,00,402,00,00,N,O,Drammen township,05,025,0025,41,270810025,72,6,63,0,0,63,1,Central Count,Model 150,1,5,31,0,26,0,0,0,0,30,30,0,0,0,0,34,27,0,0,0,0,0,40,23,0,0,0,0,9,35,18,0,0,0,0,1,2,33,24,1,7,26,27,0,2,8,27,23,0,31,17,0,41,0,42,0,41,0,41,0,42,0,43,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810030,HANSONVILLE TWP,,07,20A,03,00,402,00,00,N,O,Hansonville township,05,030,0030,41,270810030,65,9,62,4,0,66,1,Central Count,Model 150,0,6,20,0,39,1,0,0,0,19,45,0,0,0,0,26,38,0,0,0,0,0,46,20,0,0,0,0,11,21,32,1,1,0,0,1,6,23,35,0,5,19,41,0,1,8,21,34,0,30,16,0,42,0,43,0,43,0,41,0,40,0,41,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810035,HENDRICKS CITY,,07,20A,03,00,402,00,00,N,O,Hendricks city,05,034,0035,41,270810035,445,33,339,23,0,362,1,Central Count,Model 150,0,9,154,3,192,0,1,0,0,144,192,0,0,0,0,168,180,0,0,0,0,0,235,122,0,0,0,5,44,151,148,0,4,3,1,3,26,149,174,0,18,146,186,0,7,33,138,171,2,211,85,0,273,1,272,1,270,1,265,1,264,0,264,1,78,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810040,HENDRICKS TOWNSHIP,,07,20A,03,00,402,00,00,N,O,Hendricks township,05,035,0040,41,270810040,145,5,110,5,0,115,1,Central Count,Model 150,1,4,46,1,60,0,0,0,0,46,62,0,0,0,0,52,57,0,0,0,0,0,72,40,0,0,0,2,20,43,43,0,2,0,0,1,3,49,54,0,6,52,50,0,1,8,46,49,0,55,27,1,75,0,75,0,75,0,75,0,75,0,75,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810045,HOPE TWP,,07,20A,05,00,409,00,00,N,O,Hope township,05,045,0045,41,270810045,167,8,123,0,0,123,1,Central Count,Model 150,0,3,60,0,60,0,0,0,0,45,76,0,0,0,0,72,48,0,0,0,0,0,65,56,0,0,0,0,26,52,40,0,2,0,0,0,2,53,64,0,4,49,64,0,0,6,46,64,0,65,22,0,88,0,88,0,88,0,87,0,87,0,87,0,19,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810050,IVANHOE CITY,,07,20A,04,00,403,00,00,N,O,Ivanhoe city,05,050,0050,41,270810050,417,68,371,23,0,394,1,Central Count,Model 150,0,13,139,3,235,0,3,0,0,116,257,0,1,0,0,166,210,0,0,1,0,0,221,164,0,0,2,8,42,136,195,0,1,2,0,8,14,149,211,0,17,125,234,0,13,21,112,231,0,238,92,4,307,2,314,2,309,1,307,1,309,2,310,1,123,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810055,LAKE BENTON CITY,,07,20A,01,00,404,00,00,N,O,Lake Benton city,05,054,0055,41,270810055,412,21,305,11,0,316,1,Central Count,Model 150,1,3,161,2,146,1,1,0,0,115,169,0,0,0,0,171,128,0,0,0,0,0,189,113,0,0,0,4,32,144,119,3,2,1,0,5,14,138,144,0,20,126,153,0,5,20,127,145,0,174,70,0,234,1,232,1,235,0,235,1,236,0,238,1,70,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810060,LAKE BENTON TWP,,07,20A,01,00,404,00,00,N,O,Lake Benton township,05,055,0060,41,270810060,138,12,107,3,0,110,1,Central Count,Model 150,0,3,51,0,55,0,1,0,0,47,55,0,0,0,0,67,39,0,0,0,0,0,55,50,0,0,0,1,18,42,46,0,0,0,0,2,5,54,44,0,5,47,53,0,1,6,49,47,0,63,29,0,92,0,92,0,91,0,91,0,88,1,91,0,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810065,LAKE STAY TWP,,07,20A,05,00,403,00,00,N,O,Lake Stay township,05,065,0065,41,270810065,89,9,71,0,0,71,1,Central Count,Model 150,0,6,23,0,42,0,0,0,0,23,48,0,0,0,0,35,36,0,0,0,0,0,40,31,0,0,0,2,10,26,33,0,0,0,0,1,4,31,35,0,5,22,43,0,0,6,21,42,0,47,14,0,60,0,60,0,60,0,59,0,59,0,60,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810070,LIMESTONE,,07,20A,05,00,403,00,00,N,O,Limestone township,05,070,0070,41,270810070,108,0,79,1,0,80,1,Central Count,Model 150,0,0,42,0,37,0,0,0,0,34,44,0,0,0,0,37,41,0,0,0,0,0,47,32,0,0,0,1,16,40,21,0,0,0,0,3,2,40,33,0,1,29,49,0,1,5,37,35,0,46,23,0,62,0,62,0,60,1,61,0,63,0,63,0,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810075,MARBLE TWP,,07,20A,04,00,402,00,00,N,O,Marble township,05,075,0075,41,270810075,113,7,83,4,0,87,1,Central Count,Model 150,0,1,30,0,55,0,1,0,0,20,59,0,0,0,0,21,59,0,0,0,0,0,36,49,0,0,0,0,8,31,44,0,0,0,0,2,1,29,50,0,2,25,56,0,0,1,23,58,0,48,24,0,68,0,69,0,69,0,69,0,69,0,68,0,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810080,MARSHFIELD TWP,,07,20A,05,00,409,00,00,N,O,Marshfield township,05,080,0080,41,270810080,131,10,107,2,0,109,1,Central Count,Model 150,0,5,38,1,65,0,0,0,0,35,70,0,0,0,0,64,44,0,0,0,0,0,54,52,0,0,0,1,29,33,44,1,1,0,0,2,10,46,48,0,8,28,69,0,1,12,31,60,0,63,24,0,78,1,79,0,78,0,78,0,79,0,78,0,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810085,ROYAL TWP,,07,20A,04,00,402,00,00,N,O,Royal township,05,085,0085,41,270810085,118,7,104,1,0,105,1,Central Count,Model 150,0,3,35,0,67,0,0,0,0,23,78,0,0,0,0,38,62,0,0,0,0,0,52,51,0,0,0,0,10,41,50,1,1,0,0,3,5,38,57,0,5,29,67,0,4,13,23,60,0,53,31,0,80,0,79,0,80,0,78,0,81,0,80,1,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810090,SHAOKATAN TWP,,07,20A,03,00,402,00,00,N,O,Shaokatan township,05,090,0090,41,270810090,120,19,112,6,0,118,1,Central Count,Model 150,1,3,54,2,57,0,0,0,0,49,64,0,0,0,0,55,58,0,0,0,0,0,72,45,0,0,0,0,19,55,39,0,0,1,0,1,3,60,53,0,4,51,60,0,1,10,55,49,0,76,23,0,94,1,91,0,91,0,90,0,90,0,90,0,43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810095,TYLER CITY,,07,20A,02,00,409,00,00,N,O,Tyler city,05,095,0095,41,270810095,727,66,578,16,0,594,1,Central Count,Model 150,4,19,259,5,299,0,2,0,0,232,325,0,1,0,0,368,217,0,0,0,0,0,310,272,0,0,0,8,94,237,231,1,4,0,0,11,24,274,270,0,32,237,305,0,14,38,235,280,1,380,120,6,466,1,474,1,470,1,465,2,467,1,470,1,204,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270810100,VERDI TWP,,07,20A,01,00,404,00,00,N,O,Verdi township,05,100,0100,41,270810100,115,5,69,6,0,75,1,Central Count,Model 150,0,0,39,0,32,1,1,0,0,36,38,0,1,0,0,44,31,0,0,0,0,0,46,29,0,0,0,0,7,38,29,1,0,0,0,0,3,37,34,0,1,41,32,0,1,4,35,33,1,39,15,0,52,0,52,0,50,1,51,0,50,1,51,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830005,AMIRET TWP.,,07,21A,03,00,413,00,00,N,O,Amiret township,05,005,0005,42,270830005,130,13,116,3,0,119,1,Central Count,Model 115,0,3,70,0,46,0,0,0,0,62,53,0,0,0,0,94,0,0,0,1,0,0,90,28,0,0,0,0,20,68,28,1,0,0,0,1,3,68,43,0,4,59,51,0,1,10,60,41,0,65,23,0,83,0,83,0,82,0,81,0,83,0,80,0,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830010,BALATON,,07,21A,03,00,411,00,00,N,O,Balaton city,05,010,0010,42,270830010,379,34,259,29,0,288,1,Central Count,Model 115,0,12,116,3,150,0,0,0,0,115,153,0,0,0,0,235,0,0,0,2,0,0,181,99,0,0,0,1,56,125,99,1,1,0,0,2,22,109,147,0,12,111,156,1,4,17,110,143,0,171,82,0,231,0,233,0,230,0,224,0,226,0,227,0,76,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830015,CLIFTON TWP.,,07,21A,03,00,413,00,00,N,O,Clifton township,05,015,0015,42,270830015,169,7,114,6,0,120,1,Central Count,Model 115,0,4,73,0,43,0,0,0,0,62,52,0,1,0,0,95,0,0,0,3,0,0,91,25,0,0,0,2,21,65,30,0,0,0,0,1,7,64,44,0,4,62,51,0,3,9,58,45,0,61,26,1,78,0,77,0,75,0,75,0,74,1,77,0,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830020,COON CREEK TWP.,,07,21A,01,00,409,00,00,N,O,Coon Creek township,05,020,0020,42,270830020,140,9,96,5,0,101,1,Central Count,Model 115,0,4,43,1,53,0,0,0,0,40,57,0,1,0,0,85,0,0,0,1,0,0,61,38,0,0,1,1,19,41,38,0,1,0,0,0,5,45,50,0,3,35,62,0,1,7,40,51,0,62,28,1,82,1,84,0,83,1,82,1,83,1,83,1,28,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830025,COTTONWOOD,,07,21A,01,00,2167,00,00,N,O,Cottonwood city,05,025,0025,42,270830025,703,47,512,14,0,526,1,Central Count,Model 115,2,10,255,1,258,0,0,0,0,224,280,0,1,0,0,420,0,0,0,3,0,0,361,157,0,0,1,11,70,226,205,1,1,2,0,9,26,231,249,1,21,214,280,0,10,38,215,238,1,357,97,1,436,2,435,1,430,2,431,1,431,2,426,2,150,284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830030,CUSTER TWP.,,07,21A,03,00,411,00,00,N,O,Custer township,05,030,0030,42,270830030,129,5,89,3,0,92,1,Central Count,Model 115,1,1,48,0,40,1,1,0,0,44,48,0,0,0,0,72,0,0,0,0,0,0,57,35,0,0,0,3,19,44,25,1,0,0,0,3,6,41,40,0,7,36,49,0,4,9,36,43,0,53,23,0,63,0,62,0,61,0,61,0,62,0,61,0,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830035,EIDSVOLD TWP.,,07,21A,01,00,414,00,00,N,O,Eidsvold township,05,035,0035,42,270830035,119,11,97,4,0,101,1,Central Count,Model 115,0,2,46,0,52,0,1,0,0,38,60,0,0,0,0,73,0,0,0,0,0,0,80,20,0,0,0,0,18,47,33,0,0,0,0,2,4,49,43,0,6,41,52,0,2,6,43,46,0,49,29,0,64,0,64,0,62,0,61,0,62,0,62,0,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830040,FAIRVIEW TWP.,,07,21A,02,00,2167,00,00,N,O,Fairview township,05,040,0040,42,270830040,264,21,209,10,0,219,1,Central Count,Model 115,0,6,119,1,91,0,0,0,0,116,92,0,0,0,0,175,0,0,0,2,0,0,175,40,0,0,0,5,33,112,61,1,1,0,0,4,6,111,86,0,6,104,95,1,5,13,104,78,1,98,46,0,133,2,134,0,133,0,133,0,133,0,131,0,34,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830045,FLORENCE,,07,21A,03,00,409,00,00,N,O,Florence city,05,045,0045,42,270830045,21,9,17,9,0,26,1,Central Count,Model 115,0,1,10,2,12,1,0,0,0,9,10,0,0,0,0,16,0,0,0,0,0,0,10,9,0,0,0,0,5,8,5,1,0,0,0,0,3,8,8,0,4,8,7,0,0,3,8,8,0,8,7,0,16,0,16,0,16,0,16,0,16,0,16,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830050,GARVIN,,07,21A,03,00,417,00,00,N,O,Garvin city,05,050,0050,42,270830050,82,7,59,1,0,60,1,Central Count,Model 115,1,6,19,0,34,0,0,0,0,20,38,0,0,0,0,43,0,0,0,1,0,0,25,33,0,0,0,3,10,25,19,0,1,0,0,1,7,17,32,0,3,14,38,0,3,8,15,28,0,34,16,0,48,1,47,1,47,1,46,1,46,1,46,1,14,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830055,GHENT,,07,21A,01,00,413,00,00,N,O,Ghent city,05,055,0055,42,270830055,181,19,145,4,0,149,1,Central Count,Model 115,0,3,68,0,77,0,0,0,0,50,96,0,0,0,0,109,0,0,0,5,0,0,97,51,0,0,0,2,23,60,61,1,0,1,0,6,7,61,72,0,4,47,96,0,6,9,48,81,1,95,36,0,128,0,126,0,124,0,124,0,123,0,124,0,31,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830060,GRANDVIEW TWP.,,07,21A,01,00,413,00,00,N,O,Grandview township,05,060,0060,42,270830060,176,11,131,6,0,137,1,Central Count,Model 115,0,5,79,1,52,0,0,0,0,76,55,0,0,0,0,110,0,0,0,0,0,0,116,18,0,0,0,1,19,83,32,0,0,0,0,0,6,84,40,0,3,69,57,0,1,10,68,47,0,80,23,0,90,0,89,0,88,0,87,0,87,0,87,0,42,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830065,ISLAND LAKE TWP.,,07,21A,01,00,413,00,00,N,O,Island Lake township,05,065,0065,42,270830065,122,5,90,1,0,91,1,Central Count,Model 115,0,2,45,0,44,0,0,0,0,48,40,0,0,0,0,71,0,0,0,2,0,0,69,20,0,0,0,0,9,52,27,0,1,0,0,3,1,57,28,0,2,45,41,0,1,2,42,44,0,62,15,0,72,0,72,0,72,0,72,0,72,0,71,0,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830070,LAKE MARSHALL TWP.,,07,21A,04,00,413,00,00,N,O,Lake Marshall township,05,070,0070,42,270830070,322,34,263,8,0,271,1,Central Count,Model 115,2,7,154,1,107,0,0,0,0,148,118,0,0,0,0,217,0,0,0,4,0,0,209,61,0,0,0,6,29,153,69,1,2,1,1,4,12,166,82,0,10,149,106,0,5,12,151,93,0,136,64,0,179,0,173,0,174,0,174,0,176,0,175,0,40,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830075,LUCAS TWP.,,07,21A,01,00,2167,00,00,N,O,Lucas township,05,075,0075,42,270830075,139,12,115,1,0,116,1,Central Count,Model 115,0,1,69,0,45,0,0,0,0,56,58,0,0,0,0,95,0,0,0,0,0,0,91,23,0,0,0,0,9,70,37,0,0,0,0,1,4,56,52,0,1,52,62,0,1,6,52,52,0,67,22,0,81,0,81,0,80,0,80,0,81,0,80,0,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830080,LYND,,07,21A,05,00,415,00,00,N,O,Lynd city,05,079,0080,42,270830080,169,17,108,2,0,110,1,Central Count,Model 115,0,7,51,0,50,1,0,0,0,51,55,0,0,0,0,85,0,0,0,0,0,0,73,34,0,0,0,2,24,39,39,2,2,0,1,1,7,52,45,0,8,46,53,0,1,13,39,51,1,70,24,0,89,0,90,0,88,0,87,0,91,0,87,0,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830085,LYND TWP.,,07,21A,05,00,413,00,00,N,O,Lynd township,05,080,0085,42,270830085,276,25,214,5,0,219,1,Central Count,Model 115,1,4,126,0,88,0,0,0,0,114,102,0,0,0,0,181,0,0,0,1,0,0,171,48,0,0,0,1,24,124,65,0,1,0,0,2,10,131,73,0,10,109,95,0,2,16,109,82,0,141,44,0,177,0,179,0,179,0,179,0,179,0,180,0,78,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270830090,LYONS TWP.,,07,21A,03,00,413,00,00,N,O,Lyons township,05,090,0090,42,270830090,98,14,74,2,0,76,1,Central Count,Model 115,0,6,43,0,27,0,0,0,0,41,33,0,0,0,0,59,0,0,0,1,0,0,58,17,0,0,0,1,10,48,17,0,0,0,0,1,2,48,25,0,3,37,33,0,0,3,40,28,0,47,15,0,52,0,53,0,53,0,53,0,53,0,53,0,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
